uid,bank_account
Rwanda_uniqueid_557,No
Rwanda_uniqueid_7543,No
Rwanda_uniqueid_1402,No
Rwanda_uniqueid_6938,No
Kenya_uniqueid_4546,No
Rwanda_uniqueid_2994,No
Kenya_uniqueid_3205,Yes
Kenya_uniqueid_2550,No
Kenya_uniqueid_4013,No
Kenya_uniqueid_3887,No
Tanzania_uniqueid_3068,Yes
Rwanda_uniqueid_4090,No
Tanzania_uniqueid_3264,No
Rwanda_uniqueid_273,No
Rwanda_uniqueid_4495,Yes
Rwanda_uniqueid_3707,Yes
Rwanda_uniqueid_6850,No
Rwanda_uniqueid_8611,No
Tanzania_uniqueid_3662,No
Tanzania_uniqueid_228,No
Rwanda_uniqueid_6845,No
Rwanda_uniqueid_239,No
Tanzania_uniqueid_1809,No
Tanzania_uniqueid_858,No
Uganda_uniqueid_1652,No
Kenya_uniqueid_602,No
Rwanda_uniqueid_8546,Yes
Rwanda_uniqueid_658,Yes
Rwanda_uniqueid_2399,No
Kenya_uniqueid_2168,No
Tanzania_uniqueid_5739,No
Tanzania_uniqueid_6171,No
Kenya_uniqueid_2442,No
Rwanda_uniqueid_2806,No
Uganda_uniqueid_1972,No
Rwanda_uniqueid_952,No
Rwanda_uniqueid_7888,No
Kenya_uniqueid_2625,No
Rwanda_uniqueid_8374,No
Tanzania_uniqueid_3767,No
Kenya_uniqueid_742,No
Kenya_uniqueid_412,Yes
Rwanda_uniqueid_7820,No
Tanzania_uniqueid_1804,No
Rwanda_uniqueid_4432,No
Rwanda_uniqueid_8623,No
Tanzania_uniqueid_2480,No
Rwanda_uniqueid_5962,Yes
Kenya_uniqueid_5208,No
Uganda_uniqueid_532,No
Tanzania_uniqueid_2361,No
Tanzania_uniqueid_1394,No
Kenya_uniqueid_2761,No
Tanzania_uniqueid_682,No
Rwanda_uniqueid_480,No
Rwanda_uniqueid_1472,No
Kenya_uniqueid_4194,No
Tanzania_uniqueid_2335,No
Tanzania_uniqueid_6489,No
Tanzania_uniqueid_2319,No
Kenya_uniqueid_3106,No
Rwanda_uniqueid_3932,Yes
Kenya_uniqueid_4497,No
Kenya_uniqueid_4308,No
Rwanda_uniqueid_185,No
Rwanda_uniqueid_2346,Yes
Rwanda_uniqueid_3435,No
Tanzania_uniqueid_6482,No
Rwanda_uniqueid_3547,No
Tanzania_uniqueid_1276,No
Rwanda_uniqueid_28,No
Tanzania_uniqueid_1388,Yes
Rwanda_uniqueid_3725,No
Kenya_uniqueid_4169,No
Rwanda_uniqueid_119,No
Rwanda_uniqueid_3972,No
Tanzania_uniqueid_1971,No
Kenya_uniqueid_2079,No
Tanzania_uniqueid_3899,No
Kenya_uniqueid_3883,No
Tanzania_uniqueid_5493,No
Kenya_uniqueid_2184,No
Uganda_uniqueid_1064,No
Tanzania_uniqueid_3917,No
Rwanda_uniqueid_8326,No
Kenya_uniqueid_2523,No
Rwanda_uniqueid_741,No
Rwanda_uniqueid_2913,No
Tanzania_uniqueid_5097,No
Tanzania_uniqueid_3658,No
Tanzania_uniqueid_3692,No
Rwanda_uniqueid_4531,No
Rwanda_uniqueid_3004,No
Rwanda_uniqueid_5926,Yes
Uganda_uniqueid_1274,No
Uganda_uniqueid_1759,No
Rwanda_uniqueid_3465,No
Rwanda_uniqueid_6427,No
Rwanda_uniqueid_4476,No
Kenya_uniqueid_2155,No
Rwanda_uniqueid_5738,No
Rwanda_uniqueid_1739,No
Uganda_uniqueid_1485,No
Uganda_uniqueid_461,Yes
Kenya_uniqueid_2299,No
Kenya_uniqueid_3169,Yes
Rwanda_uniqueid_5019,No
Rwanda_uniqueid_4194,No
Tanzania_uniqueid_2340,No
Rwanda_uniqueid_4839,No
Tanzania_uniqueid_3770,No
Kenya_uniqueid_897,No
Rwanda_uniqueid_5879,No
Tanzania_uniqueid_4811,No
Tanzania_uniqueid_1449,No
Rwanda_uniqueid_7790,Yes
Tanzania_uniqueid_2999,No
Kenya_uniqueid_708,Yes
Rwanda_uniqueid_1604,No
Rwanda_uniqueid_884,No
Rwanda_uniqueid_2606,No
Tanzania_uniqueid_819,No
Rwanda_uniqueid_2477,No
Rwanda_uniqueid_2295,No
Rwanda_uniqueid_3551,No
Tanzania_uniqueid_1968,No
Kenya_uniqueid_206,No
Rwanda_uniqueid_2891,No
Tanzania_uniqueid_1036,No
Tanzania_uniqueid_4291,No
Tanzania_uniqueid_1817,No
Tanzania_uniqueid_2059,No
Kenya_uniqueid_1792,No
Tanzania_uniqueid_4126,No
Kenya_uniqueid_2678,No
Kenya_uniqueid_3539,Yes
Tanzania_uniqueid_4621,No
Rwanda_uniqueid_3920,No
Tanzania_uniqueid_1399,No
Tanzania_uniqueid_15,No
Rwanda_uniqueid_7934,No
Kenya_uniqueid_5702,No
Rwanda_uniqueid_6957,No
Uganda_uniqueid_1654,No
Kenya_uniqueid_1006,No
Tanzania_uniqueid_1335,No
Rwanda_uniqueid_1733,No
Tanzania_uniqueid_4762,No
Rwanda_uniqueid_6889,No
Kenya_uniqueid_2772,No
Tanzania_uniqueid_4495,Yes
Tanzania_uniqueid_2336,No
Tanzania_uniqueid_866,No
Tanzania_uniqueid_1683,No
Rwanda_uniqueid_3411,No
Tanzania_uniqueid_870,Yes
Uganda_uniqueid_807,No
Tanzania_uniqueid_2174,No
Kenya_uniqueid_4357,No
Rwanda_uniqueid_396,No
Rwanda_uniqueid_6669,No
Rwanda_uniqueid_6112,No
Rwanda_uniqueid_5580,No
Tanzania_uniqueid_165,No
Tanzania_uniqueid_3873,No
Tanzania_uniqueid_1699,No
Tanzania_uniqueid_402,Yes
Rwanda_uniqueid_2865,No
Rwanda_uniqueid_4230,No
Rwanda_uniqueid_8152,No
Kenya_uniqueid_2102,No
Rwanda_uniqueid_7175,No
Kenya_uniqueid_4198,No
Rwanda_uniqueid_3164,Yes
Uganda_uniqueid_1241,No
Uganda_uniqueid_976,No
Kenya_uniqueid_4046,No
Tanzania_uniqueid_4474,No
Tanzania_uniqueid_3869,No
Kenya_uniqueid_5217,No
Rwanda_uniqueid_4378,No
Tanzania_uniqueid_411,No
Kenya_uniqueid_2731,No
Rwanda_uniqueid_1330,No
Kenya_uniqueid_1665,No
Uganda_uniqueid_533,No
Tanzania_uniqueid_4159,No
Kenya_uniqueid_1477,No
Uganda_uniqueid_1640,No
Kenya_uniqueid_5749,No
Tanzania_uniqueid_5116,No
Uganda_uniqueid_1779,No
Rwanda_uniqueid_6371,No
Kenya_uniqueid_4732,No
Kenya_uniqueid_4914,No
Rwanda_uniqueid_2458,No
Kenya_uniqueid_51,Yes
Rwanda_uniqueid_5708,No
Uganda_uniqueid_605,No
Uganda_uniqueid_1173,No
Tanzania_uniqueid_3476,No
Tanzania_uniqueid_2172,No
Kenya_uniqueid_1687,No
Tanzania_uniqueid_1597,No
Rwanda_uniqueid_4951,No
Kenya_uniqueid_4399,No
Rwanda_uniqueid_2226,No
Kenya_uniqueid_725,No
Tanzania_uniqueid_6450,No
Tanzania_uniqueid_1299,No
Kenya_uniqueid_4933,No
Kenya_uniqueid_2806,No
Rwanda_uniqueid_4280,No
Tanzania_uniqueid_4381,No
Uganda_uniqueid_1908,No
Uganda_uniqueid_1498,No
Tanzania_uniqueid_6460,No
Uganda_uniqueid_760,No
Rwanda_uniqueid_8463,No
Kenya_uniqueid_1027,No
Rwanda_uniqueid_2658,No
Tanzania_uniqueid_5695,No
Tanzania_uniqueid_1982,Yes
Rwanda_uniqueid_5599,No
Kenya_uniqueid_5255,No
Tanzania_uniqueid_4268,No
Rwanda_uniqueid_1961,No
Tanzania_uniqueid_2529,No
Tanzania_uniqueid_4011,No
Tanzania_uniqueid_416,No
Kenya_uniqueid_124,No
Kenya_uniqueid_1248,No
Kenya_uniqueid_821,No
Kenya_uniqueid_581,No
Kenya_uniqueid_4829,No
Uganda_uniqueid_793,Yes
Kenya_uniqueid_5028,No
Uganda_uniqueid_1295,No
Tanzania_uniqueid_5954,No
Rwanda_uniqueid_5303,No
Rwanda_uniqueid_5568,No
Tanzania_uniqueid_640,No
Tanzania_uniqueid_1035,No
Rwanda_uniqueid_1240,No
Rwanda_uniqueid_3614,No
Kenya_uniqueid_2949,No
Tanzania_uniqueid_2931,Yes
Tanzania_uniqueid_3335,No
Tanzania_uniqueid_1076,No
Kenya_uniqueid_4449,No
Rwanda_uniqueid_2283,Yes
Rwanda_uniqueid_2201,No
Rwanda_uniqueid_4262,No
Rwanda_uniqueid_5910,No
Rwanda_uniqueid_2103,No
Kenya_uniqueid_5060,No
Rwanda_uniqueid_7557,No
Kenya_uniqueid_1960,No
Kenya_uniqueid_1224,No
Tanzania_uniqueid_4115,No
Kenya_uniqueid_3626,No
Rwanda_uniqueid_6511,No
Tanzania_uniqueid_1022,No
Rwanda_uniqueid_4448,No
Rwanda_uniqueid_5232,No
Kenya_uniqueid_2542,No
Kenya_uniqueid_5383,No
Rwanda_uniqueid_4853,No
Tanzania_uniqueid_4062,No
Rwanda_uniqueid_6085,No
Rwanda_uniqueid_8616,No
Kenya_uniqueid_931,No
Tanzania_uniqueid_1563,No
Tanzania_uniqueid_3580,No
Kenya_uniqueid_6003,No
Tanzania_uniqueid_6209,No
Tanzania_uniqueid_2762,No
Rwanda_uniqueid_8208,No
Kenya_uniqueid_5024,No
Uganda_uniqueid_930,No
Rwanda_uniqueid_4715,No
Rwanda_uniqueid_8468,No
Tanzania_uniqueid_3169,No
Tanzania_uniqueid_5067,No
Tanzania_uniqueid_2056,No
Rwanda_uniqueid_6976,No
Rwanda_uniqueid_3585,Yes
Tanzania_uniqueid_3895,No
Tanzania_uniqueid_6038,No
Tanzania_uniqueid_3155,No
Rwanda_uniqueid_4740,No
Uganda_uniqueid_739,No
Kenya_uniqueid_1465,No
Rwanda_uniqueid_323,No
Rwanda_uniqueid_7215,No
Rwanda_uniqueid_867,No
Tanzania_uniqueid_813,No
Rwanda_uniqueid_1475,No
Tanzania_uniqueid_4376,No
Tanzania_uniqueid_104,No
Rwanda_uniqueid_2323,No
Rwanda_uniqueid_5717,No
Rwanda_uniqueid_8211,No
Uganda_uniqueid_433,No
Uganda_uniqueid_531,No
Rwanda_uniqueid_6274,No
Rwanda_uniqueid_853,No
Tanzania_uniqueid_2922,No
Rwanda_uniqueid_6151,No
Tanzania_uniqueid_1336,No
Tanzania_uniqueid_6062,No
Uganda_uniqueid_613,No
Kenya_uniqueid_4672,No
Kenya_uniqueid_1838,No
Tanzania_uniqueid_3844,No
Kenya_uniqueid_2779,No
Tanzania_uniqueid_5666,No
Uganda_uniqueid_293,No
Kenya_uniqueid_50,No
Uganda_uniqueid_288,No
Tanzania_uniqueid_5836,No
Rwanda_uniqueid_1339,No
Tanzania_uniqueid_6040,No
Rwanda_uniqueid_4413,No
Tanzania_uniqueid_3775,No
Rwanda_uniqueid_3875,No
Uganda_uniqueid_1310,No
Tanzania_uniqueid_4222,No
Rwanda_uniqueid_3493,No
Rwanda_uniqueid_6287,No
Rwanda_uniqueid_381,No
Tanzania_uniqueid_2045,No
Kenya_uniqueid_4681,Yes
Rwanda_uniqueid_8437,No
Tanzania_uniqueid_992,No
Rwanda_uniqueid_1400,No
Tanzania_uniqueid_5909,No
Tanzania_uniqueid_820,No
Uganda_uniqueid_1645,No
Rwanda_uniqueid_8596,No
Kenya_uniqueid_3699,No
Tanzania_uniqueid_148,No
Kenya_uniqueid_3452,No
Rwanda_uniqueid_4795,No
Tanzania_uniqueid_4525,No
Uganda_uniqueid_504,No
Kenya_uniqueid_1558,No
Rwanda_uniqueid_7280,Yes
Tanzania_uniqueid_4155,No
Rwanda_uniqueid_3167,No
Tanzania_uniqueid_6567,No
Rwanda_uniqueid_4513,No
Tanzania_uniqueid_6378,No
Uganda_uniqueid_699,No
Tanzania_uniqueid_1886,No
Tanzania_uniqueid_1845,No
Tanzania_uniqueid_5204,No
Tanzania_uniqueid_6077,Yes
Kenya_uniqueid_5949,No
Tanzania_uniqueid_1168,No
Rwanda_uniqueid_7911,No
Tanzania_uniqueid_3492,No
Uganda_uniqueid_1250,No
Uganda_uniqueid_1453,No
Kenya_uniqueid_2158,Yes
Rwanda_uniqueid_5244,Yes
Tanzania_uniqueid_6113,No
Tanzania_uniqueid_2668,No
Tanzania_uniqueid_6255,No
Tanzania_uniqueid_5504,Yes
Rwanda_uniqueid_6224,No
Kenya_uniqueid_5508,No
Tanzania_uniqueid_423,Yes
Tanzania_uniqueid_3233,No
Kenya_uniqueid_2815,No
Kenya_uniqueid_1698,No
Rwanda_uniqueid_7546,No
Rwanda_uniqueid_7603,Yes
Kenya_uniqueid_5752,No
Tanzania_uniqueid_5416,No
Tanzania_uniqueid_395,No
Tanzania_uniqueid_1262,No
Kenya_uniqueid_1067,No
Uganda_uniqueid_1430,No
Tanzania_uniqueid_3237,Yes
Tanzania_uniqueid_4527,No
Tanzania_uniqueid_704,No
Uganda_uniqueid_1707,Yes
Kenya_uniqueid_2440,No
Tanzania_uniqueid_5153,Yes
Tanzania_uniqueid_5544,No
Tanzania_uniqueid_1376,No
Rwanda_uniqueid_1364,Yes
Rwanda_uniqueid_7564,No
Kenya_uniqueid_2783,No
Rwanda_uniqueid_7186,No
Rwanda_uniqueid_3203,No
Kenya_uniqueid_3935,No
Tanzania_uniqueid_5140,No
Kenya_uniqueid_2040,No
Tanzania_uniqueid_4228,No
Kenya_uniqueid_2361,No
Rwanda_uniqueid_1997,No
Rwanda_uniqueid_7821,No
Tanzania_uniqueid_2994,Yes
Kenya_uniqueid_5568,Yes
Uganda_uniqueid_90,No
Tanzania_uniqueid_1471,Yes
Kenya_uniqueid_5016,No
Rwanda_uniqueid_6734,No
Rwanda_uniqueid_7250,No
Tanzania_uniqueid_6119,No
Rwanda_uniqueid_4134,No
Rwanda_uniqueid_1518,No
Rwanda_uniqueid_5989,No
Rwanda_uniqueid_6223,No
Rwanda_uniqueid_2036,No
Tanzania_uniqueid_4631,Yes
Kenya_uniqueid_5674,No
Tanzania_uniqueid_3427,No
Rwanda_uniqueid_6228,Yes
Kenya_uniqueid_5289,No
Rwanda_uniqueid_290,No
Kenya_uniqueid_3288,Yes
Tanzania_uniqueid_1254,Yes
Rwanda_uniqueid_1227,No
Rwanda_uniqueid_1698,No
Uganda_uniqueid_662,No
Rwanda_uniqueid_7999,No
Rwanda_uniqueid_8599,No
Tanzania_uniqueid_657,No
Uganda_uniqueid_1049,No
Kenya_uniqueid_84,No
Tanzania_uniqueid_3019,No
Kenya_uniqueid_5192,No
Rwanda_uniqueid_4629,No
Kenya_uniqueid_1254,No
Kenya_uniqueid_4901,No
Tanzania_uniqueid_6109,No
Tanzania_uniqueid_2696,No
Uganda_uniqueid_114,No
Tanzania_uniqueid_2385,No
Kenya_uniqueid_2047,No
Rwanda_uniqueid_1281,Yes
Tanzania_uniqueid_2190,No
Tanzania_uniqueid_6019,No
Tanzania_uniqueid_4826,Yes
Rwanda_uniqueid_6416,No
Tanzania_uniqueid_512,No
Tanzania_uniqueid_1077,No
Rwanda_uniqueid_7102,No
Tanzania_uniqueid_3771,No
Tanzania_uniqueid_6067,No
Rwanda_uniqueid_2016,Yes
Tanzania_uniqueid_3124,No
Kenya_uniqueid_3060,No
Uganda_uniqueid_396,No
Uganda_uniqueid_553,No
Kenya_uniqueid_5032,No
Tanzania_uniqueid_5212,No
Tanzania_uniqueid_1197,No
Rwanda_uniqueid_1274,No
Kenya_uniqueid_3580,No
Rwanda_uniqueid_8293,No
Rwanda_uniqueid_5365,No
Uganda_uniqueid_52,No
Tanzania_uniqueid_3968,No
Tanzania_uniqueid_2560,Yes
Rwanda_uniqueid_6417,No
Rwanda_uniqueid_2503,No
Rwanda_uniqueid_8067,No
Kenya_uniqueid_3985,No
Kenya_uniqueid_4753,No
Rwanda_uniqueid_5547,No
Rwanda_uniqueid_1774,Yes
Kenya_uniqueid_2090,No
Uganda_uniqueid_1601,No
Rwanda_uniqueid_4255,No
Kenya_uniqueid_6016,No
Rwanda_uniqueid_2681,No
Uganda_uniqueid_1600,Yes
Rwanda_uniqueid_1817,No
Kenya_uniqueid_4472,No
Tanzania_uniqueid_4635,No
Tanzania_uniqueid_5336,No
Tanzania_uniqueid_4319,No
Kenya_uniqueid_4070,No
Tanzania_uniqueid_3946,No
Tanzania_uniqueid_3357,No
Tanzania_uniqueid_5267,No
Rwanda_uniqueid_807,No
Tanzania_uniqueid_1933,No
Rwanda_uniqueid_1496,No
Rwanda_uniqueid_1488,No
Kenya_uniqueid_3581,No
Rwanda_uniqueid_1150,No
Tanzania_uniqueid_4387,No
Rwanda_uniqueid_5186,No
Rwanda_uniqueid_4851,No
Tanzania_uniqueid_4541,No
Kenya_uniqueid_1195,No
Tanzania_uniqueid_3310,No
Tanzania_uniqueid_533,Yes
Rwanda_uniqueid_7467,No
Rwanda_uniqueid_6339,No
Tanzania_uniqueid_3945,No
Kenya_uniqueid_3976,No
Kenya_uniqueid_197,No
Kenya_uniqueid_1120,Yes
Rwanda_uniqueid_7390,No
Rwanda_uniqueid_8544,No
Tanzania_uniqueid_3565,No
Tanzania_uniqueid_2120,No
Tanzania_uniqueid_4476,No
Rwanda_uniqueid_213,Yes
Rwanda_uniqueid_477,No
Tanzania_uniqueid_4833,No
Kenya_uniqueid_1589,No
Tanzania_uniqueid_2365,No
Rwanda_uniqueid_1428,No
Rwanda_uniqueid_3813,No
Kenya_uniqueid_1805,No
Tanzania_uniqueid_6270,No
Uganda_uniqueid_920,No
Rwanda_uniqueid_3173,No
Rwanda_uniqueid_4363,No
Rwanda_uniqueid_3731,No
Tanzania_uniqueid_5510,No
Kenya_uniqueid_3656,No
Rwanda_uniqueid_6493,No
Kenya_uniqueid_1777,No
Tanzania_uniqueid_3404,No
Rwanda_uniqueid_5969,Yes
Tanzania_uniqueid_4118,No
Rwanda_uniqueid_2033,No
Rwanda_uniqueid_639,No
Rwanda_uniqueid_3941,No
Kenya_uniqueid_286,No
Tanzania_uniqueid_1223,No
Uganda_uniqueid_535,No
Rwanda_uniqueid_2551,No
Rwanda_uniqueid_8361,Yes
Rwanda_uniqueid_163,No
Tanzania_uniqueid_1685,Yes
Kenya_uniqueid_550,Yes
Rwanda_uniqueid_2898,No
Rwanda_uniqueid_6345,No
Kenya_uniqueid_2910,No
Tanzania_uniqueid_6408,No
Tanzania_uniqueid_5249,No
Uganda_uniqueid_832,No
Kenya_uniqueid_3049,No
Tanzania_uniqueid_3816,Yes
Uganda_uniqueid_1561,No
Kenya_uniqueid_3754,No
Tanzania_uniqueid_5559,No
Tanzania_uniqueid_1632,Yes
Kenya_uniqueid_4047,No
Uganda_uniqueid_1432,No
Tanzania_uniqueid_1989,No
Rwanda_uniqueid_1086,No
Kenya_uniqueid_2453,No
Tanzania_uniqueid_676,No
Kenya_uniqueid_1980,Yes
Tanzania_uniqueid_5412,No
Kenya_uniqueid_2068,No
Tanzania_uniqueid_2886,No
Tanzania_uniqueid_1691,No
Rwanda_uniqueid_3909,No
Uganda_uniqueid_1229,No
Tanzania_uniqueid_4751,No
Kenya_uniqueid_4446,No
Kenya_uniqueid_5894,No
Tanzania_uniqueid_3506,No
Tanzania_uniqueid_523,No
Rwanda_uniqueid_8297,No
Kenya_uniqueid_4027,No
Kenya_uniqueid_4692,No
Uganda_uniqueid_1697,No
Tanzania_uniqueid_2895,No
Tanzania_uniqueid_3613,No
Kenya_uniqueid_2920,No
Rwanda_uniqueid_2387,No
Rwanda_uniqueid_6971,No
Rwanda_uniqueid_7370,No
Rwanda_uniqueid_3347,No
Rwanda_uniqueid_2714,No
Kenya_uniqueid_1694,Yes
Tanzania_uniqueid_2058,No
Uganda_uniqueid_271,Yes
Rwanda_uniqueid_7669,No
Kenya_uniqueid_3625,No
Tanzania_uniqueid_2073,No
Uganda_uniqueid_912,No
Kenya_uniqueid_4457,No
Rwanda_uniqueid_4396,No
Rwanda_uniqueid_7155,No
Tanzania_uniqueid_483,No
Tanzania_uniqueid_1858,No
Rwanda_uniqueid_8584,No
Uganda_uniqueid_156,No
Rwanda_uniqueid_8319,No
Kenya_uniqueid_3756,No
Tanzania_uniqueid_3546,No
Tanzania_uniqueid_6295,No
Rwanda_uniqueid_5363,No
Kenya_uniqueid_5971,No
Kenya_uniqueid_5454,No
Kenya_uniqueid_5231,Yes
Rwanda_uniqueid_4317,No
Kenya_uniqueid_4022,No
Rwanda_uniqueid_7075,No
Rwanda_uniqueid_4540,No
Rwanda_uniqueid_6109,No
Rwanda_uniqueid_161,No
Tanzania_uniqueid_809,No
Kenya_uniqueid_2967,No
Uganda_uniqueid_1224,No
Kenya_uniqueid_5771,No
Tanzania_uniqueid_1287,No
Tanzania_uniqueid_224,No
Tanzania_uniqueid_2769,Yes
Rwanda_uniqueid_6129,No
Tanzania_uniqueid_31,No
Kenya_uniqueid_1304,No
Uganda_uniqueid_899,No
Rwanda_uniqueid_4066,No
Rwanda_uniqueid_2389,No
Tanzania_uniqueid_4346,No
Rwanda_uniqueid_59,No
Kenya_uniqueid_1374,No
Uganda_uniqueid_522,No
Tanzania_uniqueid_5601,Yes
Tanzania_uniqueid_2024,No
Kenya_uniqueid_1136,No
Rwanda_uniqueid_4818,No
Rwanda_uniqueid_1650,No
Kenya_uniqueid_427,No
Rwanda_uniqueid_1161,No
Tanzania_uniqueid_1942,No
Rwanda_uniqueid_2858,No
Rwanda_uniqueid_1250,No
Tanzania_uniqueid_4901,No
Kenya_uniqueid_340,No
Kenya_uniqueid_3481,No
Kenya_uniqueid_5938,No
Tanzania_uniqueid_2542,No
Kenya_uniqueid_5688,No
Uganda_uniqueid_780,No
Uganda_uniqueid_1571,No
Tanzania_uniqueid_2818,No
Rwanda_uniqueid_3215,No
Rwanda_uniqueid_6294,No
Rwanda_uniqueid_1435,No
Kenya_uniqueid_3315,No
Tanzania_uniqueid_5302,No
Tanzania_uniqueid_942,No
Rwanda_uniqueid_4767,No
Rwanda_uniqueid_7522,No
Rwanda_uniqueid_7277,No
Rwanda_uniqueid_4387,No
Kenya_uniqueid_3650,No
Rwanda_uniqueid_2052,No
Kenya_uniqueid_2974,Yes
Rwanda_uniqueid_4341,No
Kenya_uniqueid_2960,No
Kenya_uniqueid_4372,No
Tanzania_uniqueid_20,No
Kenya_uniqueid_130,No
Tanzania_uniqueid_3681,No
Kenya_uniqueid_402,No
Rwanda_uniqueid_2702,Yes
Kenya_uniqueid_5351,No
Tanzania_uniqueid_1892,No
Rwanda_uniqueid_559,No
Rwanda_uniqueid_2171,No
Rwanda_uniqueid_5791,No
Rwanda_uniqueid_7689,Yes
Rwanda_uniqueid_373,No
Kenya_uniqueid_3009,No
Tanzania_uniqueid_4577,No
Tanzania_uniqueid_1375,No
Tanzania_uniqueid_3721,No
Tanzania_uniqueid_6324,Yes
Rwanda_uniqueid_1888,No
Rwanda_uniqueid_6639,No
Tanzania_uniqueid_5170,No
Tanzania_uniqueid_2284,No
Tanzania_uniqueid_3242,No
Rwanda_uniqueid_6987,No
Kenya_uniqueid_1236,No
Tanzania_uniqueid_600,No
Rwanda_uniqueid_3893,No
Tanzania_uniqueid_3067,No
Rwanda_uniqueid_2383,No
Kenya_uniqueid_4982,No
Uganda_uniqueid_158,No
Kenya_uniqueid_3270,No
Rwanda_uniqueid_5584,No
Rwanda_uniqueid_2475,No
Kenya_uniqueid_1443,No
Rwanda_uniqueid_2144,No
Kenya_uniqueid_5023,Yes
Tanzania_uniqueid_481,No
Uganda_uniqueid_1913,No
Uganda_uniqueid_1417,No
Tanzania_uniqueid_5630,Yes
Tanzania_uniqueid_2486,Yes
Uganda_uniqueid_1823,No
Rwanda_uniqueid_1502,No
Rwanda_uniqueid_7822,No
Rwanda_uniqueid_2665,No
Rwanda_uniqueid_219,No
Kenya_uniqueid_609,No
Rwanda_uniqueid_7098,No
Tanzania_uniqueid_2732,Yes
Kenya_uniqueid_20,No
Tanzania_uniqueid_5554,No
Rwanda_uniqueid_2885,No
Tanzania_uniqueid_17,Yes
Rwanda_uniqueid_4189,No
Tanzania_uniqueid_6385,No
Tanzania_uniqueid_428,No
Rwanda_uniqueid_523,No
Rwanda_uniqueid_3803,No
Rwanda_uniqueid_1754,No
Kenya_uniqueid_4786,No
Kenya_uniqueid_2488,No
Uganda_uniqueid_1140,No
Rwanda_uniqueid_4867,No
Rwanda_uniqueid_3431,Yes
Kenya_uniqueid_5082,No
Uganda_uniqueid_966,No
Rwanda_uniqueid_1930,No
Rwanda_uniqueid_528,No
Rwanda_uniqueid_1372,No
Kenya_uniqueid_5911,No
Rwanda_uniqueid_6259,Yes
Uganda_uniqueid_459,No
Rwanda_uniqueid_2829,No
Kenya_uniqueid_4837,No
Uganda_uniqueid_1039,No
Tanzania_uniqueid_1237,No
Rwanda_uniqueid_5829,No
Tanzania_uniqueid_3858,Yes
Rwanda_uniqueid_5947,No
Rwanda_uniqueid_898,No
Kenya_uniqueid_1967,No
Kenya_uniqueid_1776,No
Tanzania_uniqueid_4556,No
Tanzania_uniqueid_5018,No
Kenya_uniqueid_3801,No
Rwanda_uniqueid_7743,No
Rwanda_uniqueid_6253,No
Kenya_uniqueid_2136,No
Rwanda_uniqueid_6891,No
Tanzania_uniqueid_527,No
Rwanda_uniqueid_6456,No
Tanzania_uniqueid_3407,No
Tanzania_uniqueid_3755,No
Rwanda_uniqueid_796,No
Tanzania_uniqueid_6516,No
Kenya_uniqueid_1984,No
Rwanda_uniqueid_6616,Yes
Rwanda_uniqueid_3069,No
Rwanda_uniqueid_3618,No
Rwanda_uniqueid_5943,No
Tanzania_uniqueid_5165,No
Rwanda_uniqueid_8304,No
Rwanda_uniqueid_2356,No
Rwanda_uniqueid_6410,No
Kenya_uniqueid_658,No
Tanzania_uniqueid_3387,No
Kenya_uniqueid_752,No
Kenya_uniqueid_2082,No
Kenya_uniqueid_1323,No
Tanzania_uniqueid_3188,No
Rwanda_uniqueid_4999,No
Tanzania_uniqueid_3915,No
Tanzania_uniqueid_2827,No
Uganda_uniqueid_1965,No
Uganda_uniqueid_378,No
Tanzania_uniqueid_5069,No
Rwanda_uniqueid_4547,No
Tanzania_uniqueid_5362,No
Kenya_uniqueid_3411,No
Tanzania_uniqueid_5160,No
Kenya_uniqueid_2228,No
Uganda_uniqueid_1166,No
Kenya_uniqueid_5227,No
Rwanda_uniqueid_2418,No
Kenya_uniqueid_3653,No
Tanzania_uniqueid_4660,No
Rwanda_uniqueid_4095,No
Kenya_uniqueid_5156,No
Rwanda_uniqueid_6668,No
Rwanda_uniqueid_8617,No
Kenya_uniqueid_4673,No
Tanzania_uniqueid_1999,No
Tanzania_uniqueid_4709,No
Kenya_uniqueid_2365,No
Kenya_uniqueid_48,Yes
Rwanda_uniqueid_8024,No
Rwanda_uniqueid_7648,No
Rwanda_uniqueid_459,No
Tanzania_uniqueid_520,No
Uganda_uniqueid_1733,No
Uganda_uniqueid_1954,No
Rwanda_uniqueid_4490,Yes
Uganda_uniqueid_1781,No
Rwanda_uniqueid_2337,No
Rwanda_uniqueid_6995,No
Rwanda_uniqueid_2992,No
Kenya_uniqueid_1945,No
Tanzania_uniqueid_5678,No
Rwanda_uniqueid_5075,No
Tanzania_uniqueid_4895,No
Kenya_uniqueid_3290,No
Rwanda_uniqueid_7310,No
Rwanda_uniqueid_865,No
Tanzania_uniqueid_4066,Yes
Kenya_uniqueid_4756,No
Tanzania_uniqueid_4544,No
Rwanda_uniqueid_8645,No
Rwanda_uniqueid_4125,No
Uganda_uniqueid_351,No
Tanzania_uniqueid_970,No
Tanzania_uniqueid_699,No
Tanzania_uniqueid_2638,No
Tanzania_uniqueid_2032,No
Tanzania_uniqueid_5050,No
Rwanda_uniqueid_7427,No
Tanzania_uniqueid_3501,No
Uganda_uniqueid_1916,No
Tanzania_uniqueid_1245,No
Kenya_uniqueid_4591,No
Kenya_uniqueid_1872,No
